1	2
1	3
2	1
3	1
3	4
4	3
4	5
4	279
5	4
5	6
6	5
6	7
7	6
7	8
8	7
8	9
9	8
9	10
10	9
10	11
11	10
11	12
12	11
12	13
13	12
13	14
14	13
14	15
14	47
14	119
15	14
15	16
15	119
15	286
16	15
16	17
16	50
16	120
17	16
17	18
17	122
17	142
18	17
18	19
18	52
18	123
18	217
18	218
19	18
19	20
20	19
20	21
20	54
20	85
21	20
21	22
22	21
22	23
23	22
23	24
23	171
23	172
23	202
24	23
24	25
25	24
25	26
26	25
26	27
27	26
27	28
28	27
28	29
28	275
28	276
29	28
29	30
30	29
30	31
31	30
32	33
32	34
33	32
34	32
34	35
35	34
35	36
36	35
36	37
37	36
37	38
38	37
38	39
39	38
39	40
40	39
40	41
41	40
41	42
42	41
42	43
43	42
43	44
44	43
44	45
45	44
45	46
46	45
46	47
47	14
47	46
47	48
47	118
48	47
48	49
48	286
48	287
49	48
49	50
50	16
50	49
50	51
50	216
51	50
51	52
51	82
51	217
52	18
52	51
52	53
52	83
53	52
53	54
53	84
53	300
54	20
54	53
54	55
54	84
55	54
55	56
56	55
56	57
57	56
57	58
57	169
57	170
58	57
58	59
59	58
59	60
59	197
59	198
60	59
60	61
61	60
61	62
62	61
62	63
63	62
63	64
63	256
63	257
63	276
64	63
65	66
65	67
66	65
67	65
67	68
68	67
68	69
69	68
69	70
70	69
70	71
71	70
71	72
72	71
72	73
73	72
73	74
74	73
74	75
75	74
75	76
76	75
76	77
77	76
77	78
77	117
77	118
78	77
78	79
78	165
78	216
78	287
78	288
79	78
79	80
80	79
80	81
80	138
80	165
80	166
80	216
81	80
81	82
82	51
82	81
82	83
82	141
82	142
82	216
83	52
83	82
83	84
83	230
84	53
84	54
84	83
84	292
85	20
85	86
85	124
85	125
86	85
86	87
86	218
86	219
87	86
87	88
87	125
88	87
88	89
89	88
89	90
90	89
90	91
91	90
91	92
92	91
92	93
93	92
93	94
94	93
94	95
95	94
95	96
96	95
96	97
97	96
97	98
98	97
98	99
99	98
99	100
100	99
100	101
101	100
102	103
102	104
103	102
104	102
104	105
105	104
105	106
106	105
106	107
107	106
107	108
108	107
108	109
109	108
109	110
110	109
110	111
111	110
111	112
112	111
112	113
113	112
113	114
114	113
114	115
115	114
115	116
115	162
115	163
116	115
116	117
117	77
117	116
117	135
118	47
118	77
119	14
119	15
119	120
119	285
120	16
120	119
120	121
120	261
121	120
121	122
122	17
122	121
122	123
122	143
123	18
123	122
123	124
123	218
123	231
124	85
124	123
125	85
125	87
126	127
126	128
127	126
128	126
128	129
129	128
129	130
130	129
130	131
131	130
131	132
132	131
132	133
133	132
133	134
133	161
133	162
134	133
134	135
135	117
135	134
135	136
135	299
136	135
136	137
137	136
137	138
137	165
137	215
138	80
138	137
138	139
138	260
139	138
139	140
140	139
140	141
140	166
140	167
141	82
141	140
141	229
141	289
142	17
142	82
143	122
143	144
144	143
144	145
145	144
145	146
146	145
146	147
146	150
147	146
147	148
148	147
148	149
149	148
150	146
150	151
151	150
151	152
152	151
152	153
152	264
153	152
153	265
154	155
154	156
155	154
156	154
156	157
157	156
157	158
158	157
158	159
159	158
159	160
160	159
160	161
161	133
161	160
162	115
162	133
163	115
163	164
164	163
164	165
165	78
165	80
165	137
165	164
166	80
166	140
167	140
167	168
167	228
167	229
168	167
168	169
168	292
168	293
169	57
169	168
170	57
170	171
171	23
171	170
172	23
172	173
173	172
173	174
174	173
174	175
175	174
175	176
176	175
176	177
177	176
178	179
178	180
179	178
180	178
180	181
181	180
181	182
182	181
182	183
183	182
183	184
184	183
184	185
185	184
185	186
185	206
185	207
186	185
186	187
187	186
187	188
188	187
188	189
189	188
189	190
190	189
190	191
191	190
191	192
192	191
192	193
193	192
193	194
194	193
194	226
194	227
194	258
194	259
194	295
194	296
194	297
195	196
195	197
196	195
196	294
196	295
196	296
197	59
197	195
198	59
198	199
199	198
199	200
200	199
200	201
201	200
201	202
202	23
202	201
203	204
203	205
204	203
205	203
205	206
206	185
206	205
207	185
207	208
208	207
208	209
209	208
209	210
210	209
210	211
211	210
211	212
212	211
212	213
213	212
213	214
213	298
213	299
214	213
214	215
215	137
215	214
216	50
216	78
216	80
216	82
216	288
216	289
217	18
217	51
218	18
218	86
218	123
218	300
219	86
219	220
220	219
220	221
221	220
221	222
222	221
222	223
223	222
223	224
224	223
224	225
225	224
226	194
227	194
227	228
228	167
228	227
229	141
229	167
229	230
229	290
230	83
230	229
231	123
231	232
232	231
232	233
233	232
233	234
234	233
234	235
235	234
235	236
236	235
236	237
237	236
237	238
238	237
238	239
239	238
239	240
240	239
240	241
241	240
241	242
242	241
242	243
243	242
243	244
244	243
244	245
245	244
246	247
246	248
247	246
248	246
248	249
249	248
249	250
250	249
250	251
251	250
251	252
252	251
252	253
253	252
253	254
254	253
254	255
255	254
255	256
256	63
256	255
257	63
257	258
258	194
258	257
259	194
259	260
260	138
260	259
261	120
261	262
262	261
262	263
263	262
263	264
264	152
264	263
265	153
266	267
266	268
267	266
268	266
268	269
269	268
269	270
270	269
270	271
271	270
271	272
272	271
272	273
273	272
273	274
274	273
274	275
275	28
275	274
276	28
276	63
277	278
277	279
278	277
279	4
279	277
280	281
280	282
281	280
282	280
282	283
283	282
283	284
284	283
284	285
285	119
285	284
286	15
286	48
287	48
287	78
288	78
288	216
289	141
289	216
290	229
290	291
291	290
292	84
292	168
293	168
293	294
294	196
294	293
295	194
295	196
296	194
296	196
297	194
297	298
298	213
298	297
299	135
299	213
300	53
300	218
